meter_id	timestamp	kwh	temp_c
M2067	2024-01-11 16:00	1.5077	0.4
M2067	2024-01-11 17:00	1.8697	1.1
M2067	2024-01-11 18:00	2.6561	1.8
M2067	2024-01-11 19:00	2.6196	2.2
M2067	2024-01-11 20:00	2.7771	2.5
M2067	2024-01-11 21:00	2.1936	2.6
M2067	2024-01-11 22:00	1.4333	2.5
M2067	2024-01-11 23:00	1.104	2.2
M2067	2024-01-12 0:00	1.079	-1.9
M2067	2024-01-12 1:00	0.8744	-2.5
M2067	2024-01-12 2:00	0.8425	-3.2
M2067	2024-01-12 3:00	0.6942	-4
M2067	2024-01-12 4:00	0.968	-4.8
M2067	2024-01-12 5:00	1.0999	-5.5
M2067	2024-01-12 6:00	1.7944	-6.1
M2067	2024-01-12 7:00	2.0199	-6.6
M2067	2024-01-12 8:00	1.992	-6.9
M2067	2024-01-12 9:00	1.3928	-7
M2067	2024-01-12 10:00	1.4717	-6.9
M2067	2024-01-12 11:00	1.6642	-6.6
M2067	2024-01-12 12:00	1.4134	-6.1
M2067	2024-01-12 13:00	1.3455	-5.5
M2067	2024-01-12 14:00	1.309	-4.8
M2067	2024-01-12 15:00	1.4332	-4
M2067	2024-01-12 16:00	1.8284	-3.2
M2067	2024-01-12 17:00	2.2271	-2.5
M2067	2024-01-12 18:00	3.3857	-1.9
M2067	2024-01-12 19:00	3.2826	-1.4
M2067	2024-01-12 20:00	3.3577	-1.1
M2067	2024-01-12 21:00	2.3899	-1
M2067	2024-01-12 22:00	1.8623	-1.1
M2067	2024-01-12 23:00	1.0941	-1.4
M2067	2024-01-13 0:00	1.0842	-0.1
M2067	2024-01-13 1:00	1.0515	-0.7
M2067	2024-01-13 2:00	0.8656	-1.5
M2067	2024-01-13 3:00	0.8435	-2.2
M2067	2024-01-13 4:00	0.9873	-3
M2067	2024-01-13 5:00	1.2689	-3.7
M2067	2024-01-13 6:00	2.0925	-4.3
M2067	2024-01-13 7:00	2.1209	-4.8
M2067	2024-01-13 8:00	1.9873	-5.1
M2067	2024-01-13 9:00	1.6216	-5.2
M2067	2024-01-13 10:00	1.4081	-5.1
M2067	2024-01-13 11:00	1.6667	-4.8
M2067	2024-01-13 12:00	1.5853	-4.3
M2067	2024-01-13 13:00	1.5638	-3.7
M2067	2024-01-13 14:00	1.5634	-3
M2067	2024-01-13 15:00	1.2182	-2.2
M2067	2024-01-13 16:00	1.593	-1.5
M2067	2024-01-13 17:00	2.2625	-0.7
M2067	2024-01-13 18:00	2.9847	-0.1
M2067	2024-01-13 19:00	3.0258	0.4
M2067	2024-01-13 20:00	2.8068	0.7
M2067	2024-01-13 21:00	2.3239	0.8
M2067	2024-01-13 22:00	1.9017	0.7
M2067	2024-01-13 23:00	1.3225	0.4
M2067	2024-01-14 0:00	1.064	-1.9
M2067	2024-01-14 1:00	1.0393	-2.5
M2067	2024-01-14 2:00	0.8912	-3.2
M2067	2024-01-14 3:00	1.0253	-4
M2067	2024-01-14 4:00	1.1386	-4.8
M2067	2024-01-14 5:00	1.3749	-5.5
M2067	2024-01-14 6:00	1.9763	-6.1
M2067	2024-01-14 7:00	2.5444	-6.6
M2067	2024-01-14 8:00	1.999	-6.9
M2067	2024-01-14 9:00	1.7017	-7
M2067	2024-01-14 10:00	1.7134	-6.9
M2067	2024-01-14 11:00	1.8347	-6.6
M2067	2024-01-14 12:00	1.8868	-6.1
M2067	2024-01-14 13:00	1.1894	-5.5
M2067	2024-01-14 14:00	1.4441	-4.8
M2067	2024-01-14 15:00	1.5303	-4
M2067	2024-01-14 16:00	1.9329	-3.2
M2067	2024-01-14 17:00	2.1545	-2.5
M2067	2024-01-14 18:00	3.1703	-1.9
M2067	2024-01-14 19:00	3.0588	-1.4
M2067	2024-01-14 20:00	3.1237	-1.1
M2067	2024-01-14 21:00	2.672	-1
M2067	2024-01-14 22:00	1.9926	-1.1
M2067	2024-01-14 23:00	1.3479	-1.4
M2068	2024-01-01 0:00	0.6733	-1.8
M2068	2024-01-01 1:00	0.6007	-2.4
M2068	2024-01-01 2:00	0.5083	-3.1
M2068	2024-01-01 3:00	0.5207	-3.9
M2068	2024-01-01 4:00	0.6852	-4.7
M2068	2024-01-01 5:00	0.833	-5.4
M2068	2024-01-01 6:00	1.1811	-6
M2068	2024-01-01 7:00	1.7619	-6.5
M2068	2024-01-01 8:00	1.225	-6.8
M2068	2024-01-01 9:00	0.9958	-6.9
M2068	2024-01-01 10:00	0.9405	-6.8
M2068	2024-01-01 11:00	1.0422	-6.5
M2068	2024-01-01 12:00	1.0974	-6
M2068	2024-01-01 13:00	1.025	-5.4
M2068	2024-01-01 14:00	0.8449	-4.7
M2068	2024-01-01 15:00	1.0052	-3.9
M2068	2024-01-01 16:00	1.1016	-3.1
M2068	2024-01-01 17:00	1.5037	-2.4
M2068	2024-01-01 18:00	2.0319	-1.8
M2068	2024-01-01 19:00	2.0383	-1.3
M2068	2024-01-01 20:00	1.8624	-1
M2068	2024-01-01 21:00	1.4479	-0.9
M2068	2024-01-01 22:00	1.0708	-1
M2068	2024-01-01 23:00	0.7753	-1.3
M2068	2024-01-02 0:00	0.5758	1.1
M2068	2024-01-02 1:00	0.4815	0.5
M2068	2024-01-02 2:00	0.5367	-0.2
M2068	2024-01-02 3:00	0.5594	-1
M2068	2024-01-02 4:00	0.637	-1.8
M2068	2024-01-02 5:00	0.7312	-2.5
M2068	2024-01-02 6:00	1.085	-3.1
M2068	2024-01-02 7:00	1.2767	-3.6
M2068	2024-01-02 8:00	1.191	-3.9
M2068	2024-01-02 9:00	1.003	-4
M2068	2024-01-02 10:00	0.8935	-3.9
M2068	2024-01-02 11:00	0.907	-3.6
M2068	2024-01-02 12:00	0.8954	-3.1
M2068	2024-01-02 13:00	0.8803	-2.5
M2068	2024-01-02 14:00	0.9147	-1.8
M2068	2024-01-02 15:00	0.7813	-1
M2068	2024-01-02 16:00	1.1281	-0.2
M2068	2024-01-02 17:00	1.3045	0.5
M2068	2024-01-02 18:00	1.8747	1.1
M2068	2024-01-02 19:00	1.8085	1.6
M2068	2024-01-02 20:00	1.9523	1.9
M2068	2024-01-02 21:00	1.3392	2
M2068	2024-01-02 22:00	1.1369	1.9
M2068	2024-01-02 23:00	0.8873	1.6
M2068	2024-01-03 0:00	0.6262	0.8
M2068	2024-01-03 1:00	0.5206	0.2
M2068	2024-01-03 2:00	0.5689	-0.5
M2068	2024-01-03 3:00	0.5163	-1.3
M2068	2024-01-03 4:00	0.6126	-2.1
M2068	2024-01-03 5:00	0.7553	-2.8
M2068	2024-01-03 6:00	1.1033	-3.4
M2068	2024-01-03 7:00	1.4086	-3.9
M2068	2024-01-03 8:00	1.3433	-4.2
M2068	2024-01-03 9:00	1.0392	-4.3
M2068	2024-01-03 10:00	0.7796	-4.2
M2068	2024-01-03 11:00	1.0041	-3.9
M2068	2024-01-03 12:00	1.0301	-3.4
M2068	2024-01-03 13:00	0.8806	-2.8
M2068	2024-01-03 14:00	0.7407	-2.1
M2068	2024-01-03 15:00	0.9298	-1.3
M2068	2024-01-03 16:00	1.0864	-0.5
M2068	2024-01-03 17:00	1.1163	0.2
M2068	2024-01-03 18:00	1.4692	0.8
M2068	2024-01-03 19:00	1.8826	1.3
M2068	2024-01-03 20:00	1.9411	1.6
M2068	2024-01-03 21:00	1.5044	1.7
M2068	2024-01-03 22:00	1.0883	1.6
M2068	2024-01-03 23:00	0.8147	1.3
M2068	2024-01-04 0:00	0.6705	-3
M2068	2024-01-04 1:00	0.6103	-3.6
M2068	2024-01-04 2:00	0.4575	-4.3
M2068	2024-01-04 3:00	0.6041	-5.1
M2068	2024-01-04 4:00	0.5781	-5.9
M2068	2024-01-04 5:00	0.7537	-6.6
M2068	2024-01-04 6:00	1.2055	-7.2
M2068	2024-01-04 7:00	1.642	-7.7
M2068	2024-01-04 8:00	1.4292	-8
M2068	2024-01-04 9:00	1.1639	-8.1
M2068	2024-01-04 10:00	1.0768	-8
M2068	2024-01-04 11:00	1.0032	-7.7
M2068	2024-01-04 12:00	1.1757	-7.2
M2068	2024-01-04 13:00	1.0396	-6.6
M2068	2024-01-04 14:00	0.904	-5.9
M2068	2024-01-04 15:00	0.873	-5.1
M2068	2024-01-04 16:00	1.0546	-4.3
M2068	2024-01-04 17:00	1.6184	-3.6
M2068	2024-01-04 18:00	2.1063	-3
M2068	2024-01-04 19:00	2.2019	-2.5
M2068	2024-01-04 20:00	2.1912	-2.2
M2068	2024-01-04 21:00	1.5417	-2.1
M2068	2024-01-04 22:00	1.3042	-2.2
M2068	2024-01-04 23:00	0.8421	-2.5
M2068	2024-01-05 0:00	0.6536	-2.5
M2068	2024-01-05 1:00	0.6139	-3.1
M2068	2024-01-05 2:00	0.5368	-3.8
M2068	2024-01-05 3:00	0.5723	-4.6
M2068	2024-01-05 4:00	0.5954	-5.4
M2068	2024-01-05 5:00	0.887	-6.1
M2068	2024-01-05 6:00	1.2207	-6.7
M2068	2024-01-05 7:00	1.5049	-7.2
M2068	2024-01-05 8:00	1.3932	-7.5
M2068	2024-01-05 9:00	1.094	-7.6
M2068	2024-01-05 10:00	1.0696	-7.5
M2068	2024-01-05 11:00	0.9867	-7.2
M2068	2024-01-05 12:00	0.9299	-6.7
M2068	2024-01-05 13:00	0.871	-6.1
M2068	2024-01-05 14:00	0.8203	-5.4
M2068	2024-01-05 15:00	1.0205	-4.6
M2068	2024-01-05 16:00	1.0272	-3.8
M2068	2024-01-05 17:00	1.4526	-3.1
M2068	2024-01-05 18:00	1.7934	-2.5
M2068	2024-01-05 19:00	2.0003	-2
M2068	2024-01-05 20:00	2.0851	-1.7
M2068	2024-01-05 21:00	1.734	-1.6
M2068	2024-01-05 22:00	1.2008	-1.7
M2068	2024-01-05 23:00	0.9773	-2
M2068	2024-01-06 0:00	0.7706	-3
M2068	2024-01-06 1:00	0.5917	-3.6
M2068	2024-01-06 2:00	0.5716	-4.3
M2068	2024-01-06 3:00	0.5868	-5.1
M2068	2024-01-06 4:00	0.6109	-5.9
M2068	2024-01-06 5:00	0.9419	-6.6
M2068	2024-01-06 6:00	1.2755	-7.2
M2068	2024-01-06 7:00	1.6215	-7.7
M2068	2024-01-06 8:00	1.5206	-8
M2068	2024-01-06 9:00	1.1319	-8.1
M2068	2024-01-06 10:00	1.2474	-8
M2068	2024-01-06 11:00	1.1235	-7.7
M2068	2024-01-06 12:00	1.1414	-7.2
M2068	2024-01-06 13:00	1.0384	-6.6
M2068	2024-01-06 14:00	0.972	-5.9
M2068	2024-01-06 15:00	1.0109	-5.1
M2068	2024-01-06 16:00	1.174	-4.3
M2068	2024-01-06 17:00	1.6325	-3.6
M2068	2024-01-06 18:00	2.1482	-3
M2068	2024-01-06 19:00	2.5	-2.5
M2068	2024-01-06 20:00	2.3306	-2.2
M2068	2024-01-06 21:00	1.7958	-2.1
M2068	2024-01-06 22:00	1.2894	-2.2
M2068	2024-01-06 23:00	1.0054	-2.5
M2068	2024-01-07 0:00	0.7104	-0.6
M2068	2024-01-07 1:00	0.5619	-1.2
M2068	2024-01-07 2:00	0.567	-1.9
M2068	2024-01-07 3:00	0.6721	-2.7
M2068	2024-01-07 4:00	0.6897	-3.5
M2068	2024-01-07 5:00	0.9001	-4.2
M2068	2024-01-07 6:00	1.3001	-4.8
M2068	2024-01-07 7:00	1.6944	-5.3
M2068	2024-01-07 8:00	1.3264	-5.6
M2068	2024-01-07 9:00	1.0239	-5.7
M2068	2024-01-07 10:00	1.0517	-5.6
M2068	2024-01-07 11:00	1.2374	-5.3
M2068	2024-01-07 12:00	1.2	-4.8
M2068	2024-01-07 13:00	1.0851	-4.2
M2068	2024-01-07 14:00	0.8595	-3.5
M2068	2024-01-07 15:00	0.9434	-2.7
M2068	2024-01-07 16:00	0.9689	-1.9
M2068	2024-01-07 17:00	1.341	-1.2
M2068	2024-01-07 18:00	2.2493	-0.6
M2068	2024-01-07 19:00	2.0477	-0.1
M2068	2024-01-07 20:00	2.1909	0.2
M2068	2024-01-07 21:00	1.7887	0.3
M2068	2024-01-07 22:00	1.2141	0.2
M2068	2024-01-07 23:00	0.8742	-0.1
M2068	2024-01-08 0:00	0.7093	-1.9
M2068	2024-01-08 1:00	0.5718	-2.5
M2068	2024-01-08 2:00	0.5515	-3.3
M2068	2024-01-08 3:00	0.5715	-4
M2068	2024-01-08 4:00	0.6479	-4.8
M2068	2024-01-08 5:00	0.8026	-5.5
M2068	2024-01-08 6:00	1.1104	-6.2
M2068	2024-01-08 7:00	1.4207	-6.6
M2068	2024-01-08 8:00	1.3875	-6.9
M2068	2024-01-08 9:00	0.9569	-7
M2068	2024-01-08 10:00	1.0672	-6.9
M2068	2024-01-08 11:00	0.971	-6.6
M2068	2024-01-08 12:00	1.1453	-6.2
M2068	2024-01-08 13:00	0.8299	-5.5
M2068	2024-01-08 14:00	0.8501	-4.8
M2068	2024-01-08 15:00	0.8247	-4
M2068	2024-01-08 16:00	1.1777	-3.3
M2068	2024-01-08 17:00	1.3687	-2.5
M2068	2024-01-08 18:00	1.8079	-1.9
M2068	2024-01-08 19:00	2.2841	-1.4
M2068	2024-01-08 20:00	2.0186	-1.1
M2068	2024-01-08 21:00	1.5123	-1
M2068	2024-01-08 22:00	1.1314	-1.1
M2068	2024-01-08 23:00	0.8104	-1.4
M2068	2024-01-09 0:00	0.6637	-0.1
M2068	2024-01-09 1:00	0.6194	-0.7
M2068	2024-01-09 2:00	0.4662	-1.5
M2068	2024-01-09 3:00	0.5541	-2.2
M2068	2024-01-09 4:00	0.5956	-3
M2068	2024-01-09 5:00	0.6214	-3.7
M2068	2024-01-09 6:00	1.0868	-4.4
M2068	2024-01-09 7:00	1.5158	-4.8
M2068	2024-01-09 8:00	1.1314	-5.1
M2068	2024-01-09 9:00	0.8929	-5.2
M2068	2024-01-09 10:00	0.9931	-5.1
M2068	2024-01-09 11:00	1.0235	-4.8
M2068	2024-01-09 12:00	0.9279	-4.4
M2068	2024-01-09 13:00	0.9272	-3.7
M2068	2024-01-09 14:00	0.7983	-3
M2068	2024-01-09 15:00	0.6862	-2.2
M2068	2024-01-09 16:00	0.9358	-1.5
M2068	2024-01-09 17:00	1.2043	-0.7
M2068	2024-01-09 18:00	1.7633	-0.1
M2068	2024-01-09 19:00	1.9725	0.4
M2068	2024-01-09 20:00	1.9847	0.7
M2068	2024-01-09 21:00	1.4962	0.8
M2068	2024-01-09 22:00	1.0562	0.7
M2068	2024-01-09 23:00	0.8963	0.4
M2068	2024-01-10 0:00	0.805	-5.8
M2068	2024-01-10 1:00	0.7738	-6.4
M2068	2024-01-10 2:00	0.6427	-7.1
M2068	2024-01-10 3:00	0.5677	-7.9
M2068	2024-01-10 4:00	0.8315	-8.7
M2068	2024-01-10 5:00	0.8538	-9.4
M2068	2024-01-10 6:00	1.3838	-10
M2068	2024-01-10 7:00	1.5518	-10.5
M2068	2024-01-10 8:00	1.4768	-10.8
M2068	2024-01-10 9:00	1.2579	-10.9
M2068	2024-01-10 10:00	1.1052	-10.8
M2068	2024-01-10 11:00	1.2066	-10.5
M2068	2024-01-10 12:00	1.1046	-10
M2068	2024-01-10 13:00	0.9802	-9.4
M2068	2024-01-10 14:00	0.8924	-8.7
M2068	2024-01-10 15:00	1.1036	-7.9
M2068	2024-01-10 16:00	1.1728	-7.1
M2068	2024-01-10 17:00	1.6272	-6.4
M2068	2024-01-10 18:00	2.3917	-5.8
M2068	2024-01-10 19:00	2.4957	-5.3
M2068	2024-01-10 20:00	2.0383	-5
M2068	2024-01-10 21:00	1.8543	-4.9
M2068	2024-01-10 22:00	1.3306	-5
M2068	2024-01-10 23:00	0.9735	-5.3
M2068	2024-01-11 0:00	0.6326	1.8
M2068	2024-01-11 1:00	0.4658	1.1
M2068	2024-01-11 2:00	0.5862	0.4
M2068	2024-01-11 3:00	0.4768	-0.4
M2068	2024-01-11 4:00	0.5733	-1.1
M2068	2024-01-11 5:00	0.7132	-1.9
M2068	2024-01-11 6:00	1.0758	-2.5
M2068	2024-01-11 7:00	1.6204	-3
M2068	2024-01-11 8:00	1.2101	-3.3
M2068	2024-01-11 9:00	0.8876	-3.4
M2068	2024-01-11 10:00	0.976	-3.3
M2068	2024-01-11 11:00	0.9794	-3
M2068	2024-01-11 12:00	0.976	-2.5
M2068	2024-01-11 13:00	0.8625	-1.9
M2068	2024-01-11 14:00	0.8326	-1.1
M2068	2024-01-11 15:00	0.9457	-0.4
M2068	2024-01-11 16:00	0.8482	0.4
M2068	2024-01-11 17:00	1.329	1.1
M2068	2024-01-11 18:00	1.8332	1.8
M2068	2024-01-11 19:00	2.1987	2.2
M2068	2024-01-11 20:00	1.8074	2.5
M2068	2024-01-11 21:00	1.494	2.6
M2068	2024-01-11 22:00	1.0749	2.5
M2068	2024-01-11 23:00	0.7152	2.2
M2068	2024-01-12 0:00	0.7131	-1.9
M2068	2024-01-12 1:00	0.6396	-2.5
M2068	2024-01-12 2:00	0.5203	-3.2
M2068	2024-01-12 3:00	0.5421	-4
M2068	2024-01-12 4:00	0.6498	-4.8
M2068	2024-01-12 5:00	0.7939	-5.5
M2068	2024-01-12 6:00	1.2177	-6.1
M2068	2024-01-12 7:00	1.4947	-6.6
M2068	2024-01-12 8:00	1.0474	-6.9
M2068	2024-01-12 9:00	0.9981	-7
M2068	2024-01-12 10:00	0.9702	-6.9
M2068	2024-01-12 11:00	1.183	-6.6
M2068	2024-01-12 12:00	1.0061	-6.1
M2068	2024-01-12 13:00	0.9426	-5.5
M2068	2024-01-12 14:00	0.9845	-4.8
M2068	2024-01-12 15:00	0.8066	-4
M2068	2024-01-12 16:00	0.8782	-3.2
M2068	2024-01-12 17:00	1.3101	-2.5
M2068	2024-01-12 18:00	1.9074	-1.9
M2068	2024-01-12 19:00	2.1923	-1.4
M2068	2024-01-12 20:00	1.8129	-1.1
M2068	2024-01-12 21:00	1.697	-1
M2068	2024-01-12 22:00	1.2842	-1.1
M2068	2024-01-12 23:00	0.8973	-1.4
M2068	2024-01-13 0:00	0.5966	-0.1
M2068	2024-01-13 1:00	0.6083	-0.7
M2068	2024-01-13 2:00	0.603	-1.5
M2068	2024-01-13 3:00	0.5631	-2.2
M2068	2024-01-13 4:00	0.6555	-3
M2068	2024-01-13 5:00	0.6693	-3.7
M2068	2024-01-13 6:00	1.3914	-4.3
M2068	2024-01-13 7:00	1.5429	-4.8
M2068	2024-01-13 8:00	1.308	-5.1
M2068	2024-01-13 9:00	1.0334	-5.2
M2068	2024-01-13 10:00	1.0194	-5.1
M2068	2024-01-13 11:00	1.0696	-4.8
M2068	2024-01-13 12:00	1.0658	-4.3
M2068	2024-01-13 13:00	1.0191	-3.7
M2068	2024-01-13 14:00	1.0929	-3
M2068	2024-01-13 15:00	0.7963	-2.2
M2068	2024-01-13 16:00	1.0914	-1.5
M2068	2024-01-13 17:00	1.7488	-0.7
M2068	2024-01-13 18:00	1.9773	-0.1
M2068	2024-01-13 19:00	2.2007	0.4
M2068	2024-01-13 20:00	1.7204	0.7
M2068	2024-01-13 21:00	1.8861	0.8
M2068	2024-01-13 22:00	1.1664	0.7
M2068	2024-01-13 23:00	0.8281	0.4
M2068	2024-01-14 0:00	0.6941	-1.9
M2068	2024-01-14 1:00	0.6844	-2.5
M2068	2024-01-14 2:00	0.6744	-3.2
M2068	2024-01-14 3:00	0.5902	-4
M2068	2024-01-14 4:00	0.7019	-4.8
M2068	2024-01-14 5:00	0.8959	-5.5
M2068	2024-01-14 6:00	1.1354	-6.1
M2068	2024-01-14 7:00	1.6961	-6.6
M2068	2024-01-14 8:00	1.4654	-6.9
M2068	2024-01-14 9:00	1.2123	-7
M2068	2024-01-14 10:00	1.095	-6.9
M2068	2024-01-14 11:00	1.1506	-6.6
M2068	2024-01-14 12:00	0.9026	-6.1
M2068	2024-01-14 13:00	0.9824	-5.5
M2068	2024-01-14 14:00	1.0123	-4.8
M2068	2024-01-14 15:00	0.9382	-4
M2068	2024-01-14 16:00	0.9731	-3.2
M2068	2024-01-14 17:00	1.2205	-2.5
M2068	2024-01-14 18:00	2.0194	-1.9
M2068	2024-01-14 19:00	2.5742	-1.4
M2068	2024-01-14 20:00	2.153	-1.1
M2068	2024-01-14 21:00	1.7421	-1
M2068	2024-01-14 22:00	1.2915	-1.1
M2068	2024-01-14 23:00	0.9049	-1.4
M2069	2024-01-01 0:00	1.4122	-1.8
M2069	2024-01-01 1:00	1.1712	-2.4
M2069	2024-01-01 2:00	0.9967	-3.1
M2069	2024-01-01 3:00	1.0138	-3.9
M2069	2024-01-01 4:00	1.2602	-4.7
M2069	2024-01-01 5:00	1.6168	-5.4
M2069	2024-01-01 6:00	2.2425	-6
M2069	2024-01-01 7:00	2.5122	-6.5
M2069	2024-01-01 8:00	2.5321	-6.8
M2069	2024-01-01 9:00	2.0273	-6.9
M2069	2024-01-01 10:00	1.7905	-6.8
M2069	2024-01-01 11:00	1.991	-6.5
M2069	2024-01-01 12:00	1.9511	-6
M2069	2024-01-01 13:00	1.952	-5.4
M2069	2024-01-01 14:00	1.7087	-4.7
M2069	2024-01-01 15:00	2.0473	-3.9
M2069	2024-01-01 16:00	1.9463	-3.1
M2069	2024-01-01 17:00	2.6171	-2.4
M2069	2024-01-01 18:00	3.6905	-1.8
M2069	2024-01-01 19:00	4.1742	-1.3
M2069	2024-01-01 20:00	3.5912	-1
M2069	2024-01-01 21:00	2.7519	-0.9
M2069	2024-01-01 22:00	2.2691	-1
M2069	2024-01-01 23:00	1.3774	-1.3
M2069	2024-01-02 0:00	1.1258	1.1
M2069	2024-01-02 1:00	0.804	0.5
M2069	2024-01-02 2:00	0.9426	-0.2
M2069	2024-01-02 3:00	1.0842	-1
M2069	2024-01-02 4:00	1.0621	-1.8
M2069	2024-01-02 5:00	1.3718	-2.5
M2069	2024-01-02 6:00	1.9498	-3.1
M2069	2024-01-02 7:00	3.1314	-3.6
M2069	2024-01-02 8:00	2.2928	-3.9
M2069	2024-01-02 9:00	1.9695	-4
M2069	2024-01-02 10:00	2.0885	-3.9
M2069	2024-01-02 11:00	1.9164	-3.6
M2069	2024-01-02 12:00	1.9475	-3.1
M2069	2024-01-02 13:00	1.433	-2.5
M2069	2024-01-02 14:00	1.6864	-1.8
M2069	2024-01-02 15:00	1.6744	-1
M2069	2024-01-02 16:00	1.6516	-0.2
M2069	2024-01-02 17:00	2.336	0.5
M2069	2024-01-02 18:00	3.9053	1.1
M2069	2024-01-02 19:00	3.829	1.6
M2069	2024-01-02 20:00	3.7728	1.9
M2069	2024-01-02 21:00	2.5128	2
M2069	2024-01-02 22:00	2.1308	1.9
M2069	2024-01-02 23:00	1.5867	1.6
M2069	2024-01-03 0:00	1.3001	0.8
M2069	2024-01-03 1:00	0.9552	0.2
M2069	2024-01-03 2:00	1.0404	-0.5
M2069	2024-01-03 3:00	0.9331	-1.3
M2069	2024-01-03 4:00	1.0568	-2.1
M2069	2024-01-03 5:00	1.3566	-2.8
M2069	2024-01-03 6:00	2.1999	-3.4
M2069	2024-01-03 7:00	2.6321	-3.9
M2069	2024-01-03 8:00	2.1785	-4.2
M2069	2024-01-03 9:00	1.7175	-4.3
M2069	2024-01-03 10:00	1.799	-4.2
M2069	2024-01-03 11:00	1.4294	-3.9
M2069	2024-01-03 12:00	1.9143	-3.4
M2069	2024-01-03 13:00	1.4886	-2.8
M2069	2024-01-03 14:00	1.7131	-2.1
M2069	2024-01-03 15:00	1.4957	-1.3
M2069	2024-01-03 16:00	1.8935	-0.5
M2069	2024-01-03 17:00	2.1341	0.2
M2069	2024-01-03 18:00	3.4148	0.8
M2069	2024-01-03 19:00	3.4538	1.3
M2069	2024-01-03 20:00	3.3145	1.6
M2069	2024-01-03 21:00	3.0851	1.7
M2069	2024-01-03 22:00	1.9759	1.6
M2069	2024-01-03 23:00	1.5171	1.3
M2069	2024-01-04 0:00	1.1802	-3
M2069	2024-01-04 1:00	1.0369	-3.6
M2069	2024-01-04 2:00	1.0504	-4.3
M2069	2024-01-04 3:00	1.0846	-5.1
M2069	2024-01-04 4:00	1.2303	-5.9
M2069	2024-01-04 5:00	1.5246	-6.6
M2069	2024-01-04 6:00	2.4332	-7.2
M2069	2024-01-04 7:00	2.8061	-7.7
M2069	2024-01-04 8:00	2.3636	-8
M2069	2024-01-04 9:00	2.2096	-8.1
M2069	2024-01-04 10:00	1.8609	-8
M2069	2024-01-04 11:00	2.0288	-7.7
M2069	2024-01-04 12:00	2.0084	-7.2
M2069	2024-01-04 13:00	1.8336	-6.6
M2069	2024-01-04 14:00	1.6309	-5.9
M2069	2024-01-04 15:00	1.6719	-5.1
M2069	2024-01-04 16:00	2.2082	-4.3
M2069	2024-01-04 17:00	2.8933	-3.6
M2069	2024-01-04 18:00	4.1214	-3
M2069	2024-01-04 19:00	3.7175	-2.5
M2069	2024-01-04 20:00	3.5926	-2.2
M2069	2024-01-04 21:00	3.1669	-2.1
M2069	2024-01-04 22:00	2.5043	-2.2
M2069	2024-01-04 23:00	1.6412	-2.5
M2069	2024-01-05 0:00	1.1671	-2.5
M2069	2024-01-05 1:00	1.1135	-3.1
M2069	2024-01-05 2:00	0.9591	-3.8
M2069	2024-01-05 3:00	0.9334	-4.6
M2069	2024-01-05 4:00	1.3349	-5.4
M2069	2024-01-05 5:00	1.7103	-6.1
M2069	2024-01-05 6:00	2.2988	-6.7
M2069	2024-01-05 7:00	2.8523	-7.2
M2069	2024-01-05 8:00	2.3443	-7.5
M2069	2024-01-05 9:00	2.305	-7.6
M2069	2024-01-05 10:00	1.7544	-7.5
M2069	2024-01-05 11:00	1.8084	-7.2
M2069	2024-01-05 12:00	1.7745	-6.7
M2069	2024-01-05 13:00	1.7335	-6.1
M2069	2024-01-05 14:00	1.8084	-5.4
M2069	2024-01-05 15:00	1.8423	-4.6
M2069	2024-01-05 16:00	2.0645	-3.8
M2069	2024-01-05 17:00	3.014	-3.1
M2069	2024-01-05 18:00	3.4093	-2.5
M2069	2024-01-05 19:00	4.3518	-2
M2069	2024-01-05 20:00	3.8769	-1.7
M2069	2024-01-05 21:00	3.3915	-1.6
M2069	2024-01-05 22:00	2.2782	-1.7
M2069	2024-01-05 23:00	1.8452	-2
M2069	2024-01-06 0:00	1.7219	-3
M2069	2024-01-06 1:00	1.1339	-3.6
M2069	2024-01-06 2:00	1.2309	-4.3
M2069	2024-01-06 3:00	1.3447	-5.1
M2069	2024-01-06 4:00	1.2145	-5.9
M2069	2024-01-06 5:00	1.5927	-6.6
M2069	2024-01-06 6:00	2.6979	-7.2
M2069	2024-01-06 7:00	3.2161	-7.7
M2069	2024-01-06 8:00	3.0045	-8
M2069	2024-01-06 9:00	2.008	-8.1
M2069	2024-01-06 10:00	1.9841	-8
M2069	2024-01-06 11:00	2.2615	-7.7
M2069	2024-01-06 12:00	2.0428	-7.2
M2069	2024-01-06 13:00	1.8906	-6.6
M2069	2024-01-06 14:00	1.9474	-5.9
M2069	2024-01-06 15:00	2.0088	-5.1
M2069	2024-01-06 16:00	2.3837	-4.3
M2069	2024-01-06 17:00	2.9162	-3.6
M2069	2024-01-06 18:00	4.3831	-3
M2069	2024-01-06 19:00	4.5204	-2.5
M2069	2024-01-06 20:00	3.8889	-2.2
M2069	2024-01-06 21:00	3.5055	-2.1
M2069	2024-01-06 22:00	2.7419	-2.2
M2069	2024-01-06 23:00	1.892	-2.5
M2069	2024-01-07 0:00	1.2801	-0.6
M2069	2024-01-07 1:00	1.1658	-1.2
M2069	2024-01-07 2:00	1.0226	-1.9
M2069	2024-01-07 3:00	1.1374	-2.7
M2069	2024-01-07 4:00	1.2064	-3.5
M2069	2024-01-07 5:00	1.6905	-4.2
M2069	2024-01-07 6:00	2.2452	-4.8
M2069	2024-01-07 7:00	3.2305	-5.3
M2069	2024-01-07 8:00	2.5928	-5.6
